run,decision,parent,survival,vx_mean,vx_std,vx_max,joint_accel_rms,fl_SP_sat_pct,fl_knee_sat_pct,bobbing_rms_mm,vertical_velocity_rms,action_rate_rms,cadence_s,quality_score,reason
baseline,BASELINE,refinement/run_05,1.0,0.1982526183128357,0.051268357783555984,0.3854769766330719,12.53651237487793,17.01388888888889,21.180555555555554,2.3598933429717643,0.06720015406608582,0.01737396791577339,2.1219135802469133,1.0,retained gait remeasured; exact scalar metrics
run_01,REJECT,baseline,1.0,0.18982341885566711,0.049691423773765564,0.3568846583366394,11.847548484802246,15.277777777777779,19.51388888888889,2.607886185975031,0.06669264286756516,0.019287193194031715,2.1219135802469133,0.967350134471546,mean speed outside constraint; body_bobbing_detrended_rms_m exceeds baseline
run_02,KEEP,baseline,1.0,0.19518570601940155,0.04860934242606163,0.3317153751850128,12.17731761932373,16.25,17.36111111111111,1.8128112093143673,0.06523475795984268,0.01796029694378376,2.1219135802469133,0.8785743357421153,physical gait quality improved; speed/cadence and baseline quality guards passed
run_03,REJECT,run_02,1.0,0.1865531951189041,0.049207087606191635,0.36452558636665344,11.652144432067871,11.180555555555555,16.52777777777778,1.5994297782554991,0.06403917819261551,0.018073661252856255,2.1219135802469133,0.7611706149043249,mean speed outside constraint
run_04,KEEP,run_02,1.0,0.1909448355436325,0.0513608492910862,0.36476433277130127,11.607507705688477,11.319444444444445,15.625,1.5601418867090617,0.06385697424411774,0.017767028883099556,2.1219135802469133,0.7475035180562741,physical gait quality improved; speed/cadence and baseline quality guards passed
run_05,KEEP,run_04,1.0,0.1929352581501007,0.05269000306725502,0.3658355176448822,11.00019359588623,10.416666666666668,15.972222222222221,1.5097681907936251,0.06233259290456772,0.018130332231521606,2.1219135802469133,0.7208892284554229,physical gait quality improved; speed/cadence and baseline quality guards passed
run_06,REJECT,run_05,1.0,0.19155415892601013,0.04892146959900856,0.3328041136264801,11.078764915466309,9.23611111111111,17.083333333333332,1.6266042861033376,0.060671549290418625,0.019011307507753372,2.1219135802469133,0.7306011578032131,quality score did not improve
