frame,qerr21_max,qerr21_mean,qerr_leg_mean,root_pos_err_m,root_ori_err_deg,root_z,tilt_deg,n_contacts,resid_max,max_torque
44,0.369319,0.095223,0.159847,0.260376,23.4324,0.167033,4.230,3,0.359790,1.9331
45,0.368174,0.095508,0.165114,0.264925,22.5838,0.166386,4.787,3,0.357099,1.4710
46,0.378811,0.100490,0.171198,0.269383,22.9738,0.167343,7.900,3,0.378691,0.9140
47,0.371675,0.099903,0.168345,0.275010,21.2001,0.167544,7.296,3,0.372663,2.1019
48,0.380496,0.100963,0.169935,0.278093,20.7244,0.168564,8.773,2,0.382117,1.2603
49,0.382914,0.098696,0.168355,0.282108,19.1787,0.171216,8.187,2,0.384229,1.6636
50,0.376627,0.096610,0.165877,0.286570,18.6925,0.166665,8.822,3,0.370228,1.0886
51,0.403074,0.102517,0.175104,0.285423,18.8003,0.167825,9.721,3,0.400337,1.0172
52,0.385026,0.093452,0.159065,0.287575,18.1339,0.166775,8.141,3,0.383732,1.6597
53,0.373411,0.092485,0.155405,0.293349,19.3791,0.167723,9.164,3,0.353881,3.0000
54,0.344022,0.099068,0.164112,0.301090,19.8717,0.170714,8.440,4,0.321960,1.8969
55,0.347869,0.096131,0.161598,0.305839,20.7037,0.169773,9.386,4,0.333103,1.6014
56,0.363786,0.099338,0.167824,0.306525,19.5371,0.169858,9.439,4,0.351911,1.9285
57,0.350368,0.110680,0.179332,0.305587,19.5651,0.172642,8.724,3,0.333167,1.4791
58,0.327640,0.113640,0.176755,0.304566,19.5384,0.175566,8.420,3,0.298050,2.1335
59,0.294461,0.114531,0.175704,0.301362,19.2497,0.180130,7.900,3,0.283770,0.8283
60,0.307775,0.102997,0.159944,0.299668,19.1561,0.182604,9.345,3,0.300437,1.1189
61,0.310513,0.095865,0.153117,0.297584,17.9735,0.184731,10.203,3,0.306311,1.1500
62,0.330030,0.090053,0.147561,0.296148,17.1218,0.186334,10.872,3,0.322932,2.0348
63,0.340856,0.085206,0.142452,0.295332,16.4414,0.187382,11.555,3,0.327651,2.4060
64,0.342303,0.081648,0.138197,0.294708,16.1918,0.188123,11.671,3,0.333061,3.0000
65,0.340985,0.078718,0.134233,0.294490,15.6257,0.188566,12.057,3,0.330427,3.0000
66,0.343413,0.076594,0.131152,0.294905,14.9553,0.189237,12.150,3,0.330707,3.0000
67,0.339956,0.074953,0.128776,0.295074,14.6473,0.189733,12.266,3,0.327776,3.0000
68,0.337505,0.073742,0.126940,0.295256,14.2503,0.190012,12.344,3,0.325567,3.0000
69,0.335004,0.074566,0.128553,0.295234,13.8660,0.189748,12.342,3,0.324363,0.7662
70,0.334344,0.071966,0.124203,0.296069,13.7707,0.188093,12.196,3,0.323674,0.7141
71,0.331616,0.073909,0.127780,0.296744,14.6215,0.183730,12.086,3,0.332528,0.5487
72,0.336947,0.076579,0.132008,0.298606,15.7373,0.177569,11.642,3,0.341429,0.8893
73,0.362297,0.075210,0.127769,0.298984,15.6034,0.174911,9.434,4,0.344216,2.6488
74,0.366082,0.094831,0.161660,0.298710,14.6460,0.181276,9.857,2,0.367253,3.0000
75,0.353305,0.090381,0.149064,0.302309,13.5282,0.179626,9.908,3,0.321621,3.0000
76,0.318450,0.085126,0.134094,0.308211,16.0290,0.174765,13.408,4,0.318783,1.7265
77,0.329678,0.104070,0.164047,0.307003,17.1003,0.173475,13.124,2,0.315512,2.1835
78,0.315979,0.085070,0.133247,0.307818,17.0802,0.170432,12.990,3,0.327637,1.7182
79,0.296359,0.079960,0.129730,0.306196,18.1911,0.161545,13.349,3,0.295177,1.3304
80,0.285440,0.073472,0.122781,0.308129,19.1795,0.159527,12.650,4,0.275855,3.0000
81,0.253254,0.073743,0.124879,0.310960,20.8547,0.155409,13.722,4,0.248124,2.9444
82,0.254891,0.084455,0.144733,0.310879,21.3964,0.155196,13.381,3,0.261261,3.0000
83,0.270208,0.076615,0.131989,0.312803,20.9228,0.154384,12.330,4,0.269053,3.0000
84,0.317831,0.064239,0.110145,0.314669,20.3029,0.157486,11.471,4,0.269886,3.0000
85,0.267655,0.072071,0.123793,0.318935,19.1983,0.158085,11.192,4,0.267224,3.0000
86,0.276614,0.081941,0.139684,0.329951,17.7701,0.162158,11.637,4,0.278158,2.2935
87,0.290937,0.081621,0.138456,0.342502,16.5294,0.165536,10.212,2,0.315113,1.3519
88,0.265108,0.066311,0.109296,0.352346,15.9937,0.164403,11.187,3,0.259013,2.4505
89,0.280336,0.079914,0.125856,0.358575,15.9863,0.166032,10.101,3,0.296211,2.3972
90,0.268985,0.075983,0.121712,0.359849,16.6066,0.167218,12.059,2,0.277795,2.0625
91,0.286681,0.090123,0.135748,0.361684,15.7247,0.168987,11.192,2,0.304085,2.1897
92,0.319683,0.090877,0.136567,0.362238,15.9205,0.164770,12.265,3,0.341741,1.5196
93,0.358836,0.091272,0.142911,0.359785,15.6704,0.166146,11.396,3,0.370690,1.5415
94,0.330590,0.096824,0.160001,0.353459,16.4959,0.165760,10.602,2,0.356337,2.1534
95,0.324691,0.060797,0.099509,0.349807,15.3009,0.164469,7.245,3,0.336719,3.0000
96,0.301058,0.070254,0.115621,0.345191,16.5693,0.159834,7.932,3,0.311118,2.5275
97,0.252567,0.047973,0.075956,0.340132,17.1649,0.159758,6.514,3,0.249842,3.0000
98,0.255984,0.062923,0.102018,0.334592,18.1921,0.160008,5.754,2,0.257026,3.0000
99,0.233121,0.039721,0.063001,0.330974,20.0006,0.157667,5.094,2,0.230405,3.0000
100,0.231265,0.052857,0.086294,0.325491,20.7313,0.156856,5.894,2,0.225703,3.0000
101,0.230395,0.042482,0.069071,0.323386,21.1113,0.156974,5.051,3,0.228154,3.0000
102,0.229465,0.054016,0.089948,0.322375,21.9106,0.159130,5.209,3,0.221378,3.0000
103,0.203482,0.035871,0.059692,0.319930,21.8251,0.164250,3.691,2,0.204115,3.0000
104,0.210966,0.047591,0.080727,0.315397,21.0974,0.163132,4.476,2,0.212571,3.0000
105,0.227189,0.038257,0.065038,0.309361,20.5331,0.155971,4.929,4,0.225199,3.0000
106,0.232336,0.048792,0.080188,0.306834,21.2802,0.159019,6.902,3,0.233930,3.0000
107,0.216024,0.045750,0.069249,0.307406,19.3872,0.161895,4.958,3,0.202320,3.3965
108,0.202383,0.060756,0.090218,0.305824,20.7765,0.161238,6.436,3,0.228516,3.0000
109,0.161655,0.046168,0.066265,0.304852,21.0899,0.160797,3.652,2,0.143268,2.4749
110,0.203131,0.063732,0.090677,0.302873,20.6375,0.165494,3.881,2,0.269285,3.0000
111,0.176590,0.041952,0.052118,0.303956,18.7841,0.160603,3.973,2,0.184748,3.0000
112,0.219619,0.063815,0.087590,0.303043,18.8092,0.155138,7.466,3,0.336364,3.0000
113,0.231915,0.065367,0.093138,0.299783,17.4262,0.145892,6.782,4,0.238675,3.0000
114,0.214585,0.061671,0.091226,0.301166,16.4868,0.152819,4.825,3,0.208381,3.0000
115,0.209946,0.068225,0.106833,0.304149,15.9869,0.159914,2.813,2,0.206102,0.7058
116,0.176906,0.056126,0.089271,0.304353,14.6566,0.158226,1.502,3,0.178779,1.2769
117,0.200479,0.059351,0.096273,0.300202,14.3570,0.152609,3.984,3,0.193370,2.5879
118,0.184666,0.049318,0.080539,0.293978,13.5196,0.155157,0.724,3,0.185734,2.6328
119,0.193957,0.055698,0.092502,0.289219,13.8471,0.151958,3.658,3,0.214982,2.7745
120,0.217548,0.053006,0.089658,0.284109,12.6391,0.150626,1.644,3,0.224948,3.0000
121,0.198235,0.049258,0.082993,0.279866,11.3450,0.151358,3.552,3,0.211435,3.0000
122,0.173642,0.054192,0.092631,0.275008,9.7728,0.150380,3.360,2,0.193490,3.0000
123,0.211216,0.059955,0.102953,0.271824,9.7364,0.146154,5.694,3,0.204040,3.0000
124,0.220386,0.057705,0.099061,0.267032,8.7575,0.141748,4.072,3,0.215068,3.0000
125,0.317508,0.067411,0.115785,0.264117,12.4014,0.142649,6.943,3,0.183968,3.0000
126,0.247354,0.062493,0.104646,0.261400,14.4009,0.146272,5.777,2,0.184782,3.0000
127,0.273469,0.069745,0.117747,0.265971,15.8554,0.141267,7.946,2,0.165946,1.5743
128,0.269051,0.078234,0.125408,0.271323,16.4164,0.139762,10.178,2,0.300737,3.0000
129,0.228090,0.081310,0.126871,0.283373,19.1710,0.135686,16.147,2,0.211924,3.0000
130,0.263602,0.067945,0.107020,0.291366,17.0957,0.133834,17.357,2,0.239443,2.6071
131,0.265545,0.068933,0.110859,0.298505,17.0168,0.127451,19.152,3,0.226661,3.0000
132,0.228459,0.060285,0.095958,0.305718,16.8143,0.128365,18.949,3,0.195156,3.0000
133,0.213984,0.084771,0.113181,0.316054,15.6092,0.126300,17.339,3,0.212368,3.0000
134,0.236102,0.099925,0.117362,0.328308,15.7709,0.127767,17.357,3,0.253657,3.0000
135,0.230528,0.086181,0.095103,0.337119,16.1235,0.130618,17.709,3,0.214511,2.2135
136,0.248210,0.068880,0.077919,0.336768,16.8582,0.134643,18.483,2,0.252625,3.0000
137,0.272711,0.046291,0.060274,0.327241,17.5325,0.137304,20.296,2,0.278689,2.3379
138,0.265183,0.055733,0.073938,0.309146,18.0302,0.137497,22.940,2,0.277106,2.8901
139,0.228620,0.062621,0.077447,0.295351,18.3231,0.135723,24.569,3,0.254471,2.7008
140,0.289320,0.055282,0.063648,0.285619,18.8397,0.134574,23.709,4,0.275824,0.9397
141,0.206186,0.061443,0.080807,0.276745,20.4795,0.134151,22.772,4,0.210785,3.0000
142,0.145898,0.054783,0.075169,0.269765,21.4442,0.132974,25.140,4,0.157226,3.0000
143,0.190490,0.048901,0.069222,0.267650,20.5677,0.132806,25.574,3,0.195217,3.0000
144,0.222822,0.047330,0.069391,0.266780,19.4708,0.133851,24.433,4,0.227137,2.0946
145,0.179656,0.029214,0.041289,0.265604,14.6831,0.136018,26.813,3,0.180255,0.8566
146,0.161906,0.038128,0.060595,0.266372,13.7650,0.135679,27.044,2,0.161158,1.4057
147,0.160248,0.035191,0.057656,0.265472,13.5146,0.133739,25.034,3,0.161727,3.0000
148,0.183417,0.028662,0.046962,0.264206,12.5016,0.136369,25.606,3,0.195445,2.8380
149,0.169460,0.035842,0.060968,0.265599,12.4224,0.134819,25.184,3,0.168627,0.3452
150,0.179075,0.039795,0.067942,0.265975,13.5693,0.136415,25.360,3,0.187005,3.0000
151,0.192278,0.037053,0.063059,0.266572,13.0487,0.137404,25.759,3,0.193942,1.6864
152,0.169257,0.044053,0.075270,0.267457,13.7582,0.136105,25.085,3,0.167887,3.0000
153,0.197958,0.040486,0.069067,0.265747,13.0802,0.136882,25.198,3,0.205064,3.0000
154,0.173747,0.044281,0.075804,0.267120,13.4789,0.136794,25.433,3,0.172097,2.8068
155,0.192800,0.040306,0.069046,0.266097,13.2340,0.136502,25.038,3,0.192903,1.5289
156,0.180709,0.044495,0.074629,0.265897,13.4802,0.136853,25.440,3,0.174697,1.7525
157,0.180700,0.040242,0.066662,0.264330,13.1584,0.137039,25.660,3,0.170957,1.0209
158,0.166535,0.045263,0.071437,0.262803,13.4891,0.137628,26.158,3,0.152799,0.8885
159,0.196972,0.049194,0.076197,0.261870,13.5869,0.137482,25.795,3,0.158284,1.4820
160,0.164031,0.051937,0.083397,0.264568,13.5539,0.134856,23.734,3,0.142752,1.8572
161,0.149815,0.053834,0.083504,0.263622,13.0714,0.132944,23.168,3,0.135618,2.3777
162,0.149461,0.055709,0.081088,0.263765,12.6984,0.131412,21.992,3,0.163301,2.3256
163,0.242951,0.071104,0.102107,0.268376,13.2736,0.129845,21.998,3,0.284568,3.2803
164,0.272242,0.080529,0.105714,0.273714,13.9622,0.131244,23.221,3,0.268962,2.4531
165,0.225410,0.067086,0.091026,0.275808,14.4601,0.130401,22.775,3,0.224917,2.1255
166,0.134071,0.054247,0.076767,0.273850,14.7265,0.129213,22.144,4,0.131844,1.5832
167,0.124485,0.036921,0.052856,0.267075,13.0812,0.131037,23.557,4,0.110065,1.1123
168,0.268802,0.051999,0.082233,0.262546,12.1478,0.133331,24.543,4,0.101878,3.0000
169,0.136601,0.030497,0.046938,0.262393,11.8552,0.133968,24.199,4,0.142909,3.0000
170,0.090481,0.021965,0.032986,0.257335,11.4847,0.136803,25.178,3,0.165768,3.0000
171,0.108221,0.029723,0.048302,0.254221,10.7243,0.137287,26.282,4,0.118300,1.9275
172,0.086933,0.023775,0.038733,0.251921,11.8201,0.135521,25.337,4,0.082101,1.5386
173,0.121859,0.025932,0.042529,0.248693,11.2437,0.137789,26.046,3,0.158732,2.7489
174,0.077461,0.024037,0.040245,0.246576,11.4347,0.136718,26.149,4,0.090648,1.2717
175,0.065655,0.024109,0.040675,0.245410,11.8956,0.135868,25.484,4,0.073676,1.1173
176,0.100238,0.024174,0.040054,0.244414,10.9696,0.137129,26.120,4,0.109244,0.5397
177,0.080631,0.024565,0.041300,0.245332,10.9375,0.136221,25.865,4,0.077636,1.1917
