frame,qerr_max,qerr_mean,root_pos_err_m,root_ori_err_deg,root_z,tilt_deg,n_contacts,max_jvel,max_torque
74,0.184674,0.070103,0.368430,65.8855,0.147383,17.605,4,5.974,6.0000
75,0.208346,0.057807,0.363667,64.7460,0.158858,19.241,3,5.742,2.2705
76,0.254287,0.059466,0.353888,62.6315,0.170239,19.508,3,6.817,6.0000
77,0.347672,0.077630,0.340278,64.1710,0.177184,20.192,2,9.369,2.1776
78,0.318422,0.073898,0.323237,69.3102,0.179100,21.038,2,8.658,1.3559
79,0.251966,0.049087,0.306781,74.8261,0.178258,22.025,3,3.733,1.6016
80,0.146506,0.030361,0.291262,77.6385,0.177548,19.729,2,2.290,0.9305
81,0.148229,0.039299,0.276983,77.7584,0.170187,17.724,3,3.974,0.5340
82,0.164394,0.042425,0.266763,79.4975,0.160496,15.032,3,5.126,2.0506
83,0.196924,0.049699,0.263051,80.0393,0.152884,14.231,3,4.362,3.0000
84,0.231619,0.046800,0.265207,79.6141,0.153920,14.045,3,7.350,3.2924
85,0.167218,0.052926,0.267849,78.9890,0.164550,13.318,3,10.764,3.7399
86,0.158279,0.041521,0.268455,77.9301,0.177720,13.588,2,10.407,2.1507
87,0.205086,0.034603,0.269799,76.2511,0.184141,16.047,2,3.097,3.2710
88,0.130418,0.024962,0.275385,73.4577,0.182454,19.113,2,1.839,1.9914
89,0.074285,0.018078,0.278462,71.2950,0.179052,21.992,2,1.310,1.8946
90,0.042921,0.009271,0.277667,70.4843,0.175806,23.366,4,0.911,2.9265
91,0.026503,0.006902,0.274275,69.8725,0.175806,24.443,4,0.427,1.2701
92,0.030432,0.006314,0.272324,69.8682,0.176581,26.022,3,0.308,0.9677
93,0.075406,0.013127,0.273676,69.6478,0.175671,27.859,3,2.049,1.4160
94,0.199948,0.043381,0.277968,69.7323,0.172906,29.362,2,5.392,6.0000
95,0.235305,0.046805,0.269653,71.3428,0.170712,30.221,1,7.292,4.1316
96,0.165052,0.052854,0.252530,73.1487,0.169899,28.967,1,8.964,6.0000
97,0.213718,0.069968,0.241567,76.8868,0.166527,25.697,1,9.156,6.0000
98,0.231410,0.093118,0.252597,84.3741,0.152858,23.123,3,11.889,3.0000
99,0.243126,0.096720,0.291213,89.5411,0.150669,20.653,2,9.339,3.7355
100,0.277414,0.089027,0.339317,90.9610,0.157978,18.379,2,12.300,3.5389
101,0.159985,0.055608,0.393454,91.5061,0.168564,18.909,4,7.776,3.0000
102,0.258635,0.083718,0.443603,94.4954,0.176652,21.295,2,10.643,4.0128
103,0.314264,0.093674,0.474554,96.8189,0.180251,24.646,2,13.256,3.0000
104,0.307145,0.092209,0.492883,98.4449,0.170944,26.722,2,9.124,3.2483
105,0.192604,0.056554,0.508673,101.5928,0.163367,26.769,2,4.903,3.0000
106,0.209086,0.046198,0.528269,105.1106,0.163203,24.934,2,3.078,3.0000
107,0.372552,0.067218,0.552028,108.5824,0.163226,22.315,3,5.959,3.0000
108,0.749426,0.088362,0.580877,111.6546,0.163351,17.806,4,4.540,3.0000
109,0.912882,0.115822,0.613863,114.9904,0.163685,11.537,2,6.852,3.0894
110,1.080576,0.142055,0.646975,118.3138,0.165717,6.339,2,8.011,3.0000
111,1.214061,0.130990,0.684030,121.1321,0.173807,3.496,2,6.914,4.3189
112,0.954547,0.119565,0.726427,122.6562,0.177265,10.455,2,10.657,3.0000
113,0.320214,0.109398,0.774046,122.2737,0.171248,16.360,2,12.386,3.0000
114,0.365591,0.097937,0.817362,123.1432,0.164345,16.084,3,8.822,3.0000
115,0.413776,0.078259,0.849693,125.0746,0.164340,14.845,4,8.562,3.0000
116,0.201643,0.040250,0.863394,127.1817,0.168625,15.807,4,13.421,3.0000
117,0.172423,0.035504,0.865386,129.9863,0.160513,14.320,3,3.472,3.0000
118,0.162613,0.055576,0.869261,131.8113,0.154640,14.567,3,4.605,3.0000
119,0.277446,0.072962,0.883519,133.5745,0.156959,17.767,3,7.825,3.0000
120,0.324718,0.076105,0.922349,134.6045,0.163823,18.833,3,9.211,3.0000
121,0.263652,0.079482,1.015069,135.1441,0.177023,18.569,3,7.873,3.0000
122,0.273239,0.072481,1.171977,137.1064,0.194715,19.732,2,8.194,3.0000
123,0.147415,0.054384,1.327965,141.0850,0.212627,17.185,1,9.576,3.0000
124,0.219817,0.050364,1.406537,144.6210,0.216331,13.723,0,7.606,1.9836
125,0.176392,0.050959,1.392532,147.1294,0.203181,11.172,1,4.408,1.4510
126,0.164686,0.059595,1.371802,147.8874,0.193988,3.678,2,5.142,2.7772
127,0.163765,0.055039,1.304327,148.4964,0.195449,4.175,2,4.479,0.7011
128,0.172271,0.056297,1.229740,148.4628,0.196635,10.442,2,4.668,1.1047
129,0.173918,0.052072,1.148125,148.4187,0.192245,15.438,1,4.715,0.9357
