frame,qerr_max,qerr_mean,root_pos_err_m,root_ori_err_deg,root_z,tilt_deg,n_contacts,max_jvel,max_torque
0,0.008533,0.001221,0.000642,0.0200,0.170131,4.462,1,1.024,1.3927
1,0.014534,0.002193,0.001582,0.1207,0.169190,4.375,2,2.314,1.7400
2,0.018593,0.003199,0.002855,0.2518,0.168023,4.224,2,3.657,2.0122
3,0.025987,0.004256,0.004381,0.4024,0.166751,4.001,3,4.826,3.0000
4,0.030737,0.004565,0.006037,0.6496,0.165768,3.594,3,5.138,3.0000
5,0.030396,0.004787,0.007940,1.0922,0.165424,2.921,4,6.353,3.0000
6,0.029899,0.005071,0.010279,1.6301,0.165181,2.149,4,6.608,2.9889
7,0.028993,0.005218,0.013031,2.2474,0.164978,1.292,4,6.707,2.7158
8,0.026540,0.005184,0.016113,2.9467,0.164811,0.392,4,6.846,2.6193
9,0.023131,0.005105,0.019529,3.7130,0.164594,0.758,4,7.214,2.4226
10,0.020495,0.004897,0.023301,4.4064,0.164366,1.698,4,7.621,2.4410
11,0.017648,0.004237,0.027629,4.8433,0.164498,2.441,4,7.513,1.9978
12,0.012832,0.003280,0.032498,5.1733,0.164661,3.109,4,6.859,1.1062
13,0.006068,0.002806,0.037814,5.4375,0.165022,3.702,4,5.368,2.2536
14,0.007035,0.003217,0.043455,5.6838,0.165373,4.246,4,3.884,2.6405
15,0.009380,0.003466,0.049407,5.8978,0.165678,4.730,4,2.902,2.1305
16,0.013137,0.003472,0.055510,6.1375,0.165777,5.198,4,2.575,1.9216
17,0.020540,0.003703,0.061568,6.4157,0.165746,5.651,4,2.140,2.7924
18,0.029078,0.004306,0.067539,6.6848,0.165687,6.042,4,1.610,3.0000
19,0.042359,0.005824,0.073381,6.9415,0.165602,6.364,4,1.676,3.0000
20,0.058118,0.007908,0.079032,7.2100,0.165486,6.639,4,1.863,3.0000
21,0.067811,0.010041,0.084460,7.5080,0.165380,6.887,4,2.856,3.0000
22,0.073040,0.011407,0.089640,7.8464,0.165280,7.122,3,4.498,3.0000
23,0.084013,0.012348,0.094571,8.2329,0.165191,7.357,3,5.836,3.0000
24,0.096254,0.013445,0.099267,8.6789,0.165102,7.606,3,6.683,3.0000
25,0.110160,0.014676,0.103749,9.1983,0.164998,7.884,3,7.044,3.0000
26,0.125304,0.016012,0.108032,9.7900,0.164879,8.193,3,7.077,3.0000
27,0.140393,0.017384,0.112091,10.4485,0.164707,8.533,3,6.955,3.0000
28,0.153638,0.018739,0.115883,11.1523,0.164480,8.891,3,6.797,3.0000
29,0.162632,0.019881,0.119357,11.8732,0.164190,9.250,3,6.672,3.0000
30,0.165405,0.020704,0.122462,12.5856,0.163838,9.594,3,6.608,3.0000
31,0.182341,0.021169,0.125170,13.2726,0.163419,9.909,3,6.608,3.0000
32,0.208992,0.021299,0.127454,13.9245,0.162921,10.191,3,6.624,3.0000
33,0.239398,0.021179,0.129286,14.5367,0.162331,10.436,2,6.657,3.0000
34,0.272507,0.021116,0.130652,15.1112,0.161655,10.649,2,7.115,3.0000
