frame,qerr_max,qerr_mean,root_pos_err_m,root_ori_err_deg,root_z,tilt_deg,n_contacts,max_jvel,max_torque
0,0.008127,0.001166,0.000642,0.0000,0.170131,4.462,1,0.975,1.3264
1,0.013721,0.002092,0.001578,0.1137,0.169194,4.375,2,2.266,1.7368
2,0.018057,0.003087,0.002860,0.2569,0.168019,4.224,2,3.603,1.9487
3,0.025983,0.004112,0.004411,0.4063,0.166727,4.003,3,4.781,2.9801
4,0.030642,0.004356,0.006084,0.6600,0.165753,3.591,3,5.080,3.0000
5,0.030353,0.004553,0.008016,1.1024,0.165399,2.918,4,6.340,3.0000
6,0.030061,0.004860,0.010416,1.6408,0.165129,2.148,4,6.602,2.8025
7,0.029077,0.005018,0.013221,2.2616,0.164925,1.286,4,6.713,2.7682
8,0.026700,0.004987,0.016370,2.9625,0.164743,0.383,4,6.844,2.5264
9,0.023663,0.004933,0.019862,3.7298,0.164512,0.763,4,7.202,2.3379
10,0.020637,0.004716,0.023728,4.4064,0.164323,1.689,4,7.611,2.5136
11,0.015396,0.004126,0.028150,4.8484,0.164448,2.437,4,7.524,1.8543
12,0.010745,0.003160,0.033105,5.1779,0.164621,3.104,4,6.874,1.0798
13,0.005958,0.002811,0.038476,5.4384,0.164962,3.693,4,5.421,2.1754
14,0.008190,0.003331,0.044163,5.6805,0.165290,4.233,4,3.919,2.5981
15,0.010187,0.003558,0.050153,5.8924,0.165584,4.714,4,2.920,2.1629
16,0.013593,0.003487,0.056297,6.1234,0.165695,5.173,4,2.588,1.9716
17,0.020872,0.003706,0.062400,6.3930,0.165662,5.618,4,2.158,2.7646
18,0.029343,0.004334,0.068412,6.6577,0.165599,6.004,4,1.632,3.0000
19,0.042540,0.005852,0.074299,6.9106,0.165510,6.321,4,1.679,3.0000
20,0.058223,0.007896,0.079996,7.1759,0.165390,6.592,4,1.857,3.0000
21,0.067847,0.009983,0.085473,7.4708,0.165280,6.835,4,2.792,3.0000
22,0.075268,0.011307,0.090707,7.8055,0.165177,7.065,3,4.431,3.0000
23,0.086561,0.012250,0.095691,8.1877,0.165084,7.296,3,5.787,3.0000
24,0.099127,0.013328,0.100441,8.6288,0.164994,7.539,3,6.655,3.0000
25,0.113356,0.014548,0.104979,9.1411,0.164894,7.810,3,7.036,3.0000
26,0.128915,0.015875,0.109312,9.7293,0.164766,8.114,3,7.079,3.0000
27,0.144519,0.017262,0.113426,10.3838,0.164599,8.449,3,6.963,3.0000
28,0.158173,0.018614,0.117279,11.0836,0.164373,8.802,3,6.800,3.0000
29,0.167600,0.019772,0.120821,11.7981,0.164092,9.154,3,6.680,3.0000
30,0.170859,0.020624,0.124000,12.5029,0.163751,9.489,3,6.608,3.0000
31,0.182302,0.021123,0.126785,13.1813,0.163341,9.795,3,6.611,3.0000
32,0.209087,0.021313,0.129148,13.8225,0.162858,10.065,3,6.619,3.0000
33,0.239628,0.021337,0.131064,14.4218,0.162289,10.296,2,6.658,3.0000
34,0.272447,0.021314,0.132521,14.9848,0.161618,10.497,2,7.196,3.0000
35,0.309595,0.020968,0.133535,15.5063,0.160927,10.669,2,7.757,3.0000
36,0.338865,0.020290,0.134621,15.8738,0.160313,10.737,2,6.357,3.0000
37,0.355177,0.019965,0.135856,16.0609,0.159838,10.690,3,5.470,3.0000
38,0.360091,0.019671,0.137100,16.1387,0.159444,10.600,3,4.404,3.0000
39,0.349606,0.020429,0.138817,16.0638,0.159867,10.433,3,2.956,3.0000
40,0.323959,0.020962,0.140917,15.9085,0.161239,10.226,2,2.995,3.0000
41,0.284368,0.021066,0.143093,15.6339,0.163203,9.955,2,3.929,3.0000
42,0.234819,0.019426,0.144979,15.2722,0.165582,9.648,2,4.912,3.0000
43,0.176274,0.015465,0.146435,14.8447,0.168493,9.312,2,5.290,3.0000
44,0.107657,0.011410,0.147430,14.4372,0.171467,9.021,2,6.128,3.0000
45,0.052029,0.008132,0.148513,14.0790,0.173540,8.816,2,5.154,2.8116
46,0.016751,0.005761,0.149778,13.7562,0.174950,8.668,2,4.848,3.0000
47,0.021019,0.004977,0.151181,13.4556,0.175689,8.566,2,4.968,3.0000
48,0.021970,0.004626,0.152698,13.1606,0.175754,8.503,2,5.767,3.0000
49,0.020447,0.004445,0.154210,12.8611,0.175172,8.469,2,6.585,1.0794
50,0.017904,0.004806,0.155671,12.7771,0.174226,8.641,2,6.973,1.0545
51,0.015740,0.005447,0.157216,12.6933,0.173438,8.832,2,6.927,2.2404
52,0.018203,0.005702,0.158719,12.5941,0.172688,9.034,2,6.658,2.9870
53,0.019617,0.005917,0.160327,12.4711,0.172155,9.237,2,6.255,3.0000
54,0.020564,0.005240,0.162251,12.2723,0.172271,9.433,2,5.819,2.9719
55,0.019900,0.005488,0.164191,12.0556,0.172555,9.643,2,5.302,1.9673
56,0.017668,0.005455,0.166027,11.8688,0.172783,9.886,2,5.166,2.6182
57,0.017481,0.005341,0.167903,11.6725,0.172928,10.131,2,4.801,1.4368
58,0.019820,0.005016,0.169939,11.4188,0.173040,10.334,2,4.321,1.3452
59,0.021517,0.004813,0.172274,11.0882,0.173144,10.480,2,3.717,2.0157
60,0.022493,0.004930,0.174853,10.7089,0.173051,10.574,2,3.003,3.0000
61,0.022725,0.005112,0.177722,10.2543,0.172772,10.588,2,2.331,2.9391
62,0.022244,0.005468,0.180885,9.7488,0.172395,10.530,2,2.229,1.5396
63,0.021200,0.005811,0.184452,9.1767,0.172073,10.351,2,2.831,1.9098
64,0.019654,0.005807,0.188513,8.5407,0.171895,10.031,2,3.246,3.0000
65,0.017556,0.005347,0.192894,7.9062,0.171549,9.617,2,3.896,3.0000
66,0.017770,0.005707,0.197342,7.2859,0.170753,9.149,3,4.852,2.4547
67,0.024987,0.006089,0.201556,6.6663,0.169980,8.616,3,5.459,3.0000
68,0.029613,0.006350,0.205251,6.2087,0.169524,8.168,2,6.185,3.0000
69,0.043051,0.008257,0.208541,5.8098,0.169291,7.688,2,5.624,3.0000
70,0.049241,0.008109,0.211116,5.4144,0.169199,7.129,2,6.729,3.0000
71,0.056112,0.008254,0.213293,5.0895,0.169187,6.433,2,6.550,3.0000
72,0.066352,0.009281,0.215166,4.8879,0.169157,5.566,2,6.312,3.0000
