frame,qerr_max,qerr_mean,root_pos_err_m,root_ori_err_deg,root_z,tilt_deg,n_contacts,max_jvel,max_torque
0,0.008127,0.001159,0.000642,0.0000,0.170131,4.463,1,0.975,1.3264
1,0.012568,0.001936,0.001536,0.1318,0.169234,4.376,2,1.862,1.1736
2,0.016565,0.002866,0.002671,0.3125,0.168145,4.228,2,2.800,1.7966
3,0.024034,0.003925,0.003948,0.5118,0.166960,4.022,3,3.649,2.8066
4,0.029338,0.004437,0.005220,0.7691,0.165938,3.687,3,3.891,3.0000
5,0.027811,0.004594,0.006340,1.1981,0.165723,3.060,4,4.942,3.0000
6,0.025625,0.004876,0.007841,1.7288,0.165539,2.345,4,5.414,2.6209
7,0.024580,0.004971,0.009770,2.3080,0.165241,1.579,4,5.518,2.2752
8,0.023737,0.005022,0.011944,2.9445,0.164873,0.752,4,5.603,2.4573
9,0.022006,0.004966,0.014325,3.6460,0.164510,0.215,4,5.678,2.3826
10,0.019834,0.004723,0.016975,4.3904,0.164176,1.152,4,5.864,2.0581
11,0.022598,0.004104,0.020146,4.9735,0.164202,1.993,4,6.155,1.3889
12,0.024455,0.004154,0.023958,5.4595,0.164369,2.755,4,6.409,1.2260
13,0.022081,0.004264,0.028351,5.8338,0.164709,3.409,4,6.248,0.8392
14,0.017437,0.004303,0.033034,6.1739,0.165040,4.013,4,5.704,1.1395
15,0.011735,0.004022,0.037843,6.4464,0.165314,4.539,4,5.088,1.5045
16,0.009285,0.003633,0.042748,6.6686,0.165567,5.005,4,4.007,1.3631
17,0.009590,0.003272,0.047720,6.8629,0.165794,5.431,4,2.946,1.5694
18,0.009249,0.003533,0.052768,7.0441,0.166002,5.827,4,2.337,1.5771
19,0.012545,0.003433,0.057939,7.2197,0.166153,6.192,4,2.100,2.0215
20,0.018155,0.003742,0.063031,7.4093,0.166156,6.544,4,1.860,2.6122
21,0.024864,0.004201,0.067962,7.6096,0.166112,6.873,4,1.501,3.0000
22,0.034104,0.004946,0.072746,7.8124,0.166067,7.168,4,1.318,3.0000
23,0.046351,0.006126,0.077360,8.0259,0.165997,7.435,4,1.415,3.0000
24,0.060776,0.008124,0.081767,8.2521,0.165936,7.677,4,1.565,3.0000
25,0.070230,0.009597,0.085951,8.5120,0.165879,7.904,4,2.295,3.0000
26,0.076385,0.010634,0.089883,8.7968,0.165833,8.119,3,3.463,3.0000
27,0.081770,0.011441,0.093559,9.1100,0.165794,8.330,3,4.473,3.0000
28,0.087830,0.012122,0.096978,9.4554,0.165754,8.539,3,5.267,3.0000
29,0.095239,0.012881,0.100148,9.8380,0.165705,8.755,3,5.764,3.0000
30,0.104151,0.013739,0.103086,10.2710,0.165635,8.987,3,5.951,3.0000
31,0.115128,0.014551,0.105790,10.7581,0.165532,9.239,3,5.956,3.0000
32,0.128064,0.015373,0.108241,11.2911,0.165377,9.510,3,5.860,3.0000
33,0.143358,0.016162,0.110408,11.8624,0.165166,9.797,3,5.741,3.0000
34,0.160409,0.016788,0.112267,12.4619,0.164879,10.095,2,5.619,3.0000
