command,vx_cmd,yaw_cmd,baseline_survival,baseline_survival_seconds,baseline_vx_mean,baseline_vx_std,baseline_vx_max_abs,baseline_yaw_rate_mean,baseline_yaw_error_mean_abs,baseline_slip_mean_mps,baseline_joint_acceleration_rms,baseline_action_rate_rms,baseline_torque_saturation_pct,baseline_joint_limit_violations,candidate_survival,candidate_survival_seconds,candidate_vx_mean,candidate_vx_std,candidate_vx_max_abs,candidate_yaw_rate_mean,candidate_yaw_error_mean_abs,candidate_slip_mean_mps,candidate_joint_acceleration_rms,candidate_action_rate_rms,candidate_torque_saturation_pct,candidate_joint_limit_violations
stand,0.0,0.0,True,9.000000000000007,5.979668089432388e-06,1.2134316119860365e-05,5.567579012296648e-05,0.0002905469503520125,0.0003077862238185848,1.9727494747754845e-05,0.0007327666476105904,0.0,0.0,0,True,9.000000000000007,5.979668089432388e-06,1.2134316119860365e-05,5.567579012296648e-05,0.0002905469503520125,0.0003077862238185848,1.9727494747754845e-05,0.0007327666476105904,0.0,0.0,0
forward,0.2,0.0,True,9.000000000000007,0.09685287875408939,0.10278508598529207,0.40883282754572464,-0.014614296124915742,0.20963159802639197,0.1592504766858187,14.327684816112665,1.549373759724963,9.678819444444445,0,True,9.000000000000007,0.10473661127857464,0.08787857320743135,0.32236248569855785,0.05664591252881824,0.21217101363188137,0.16008533682529405,13.598624251937101,1.69247693002702,9.635416666666668,0
backward,-0.2,0.0,True,9.000000000000007,-0.14566007581013685,0.08781166303370587,0.33032159520219684,0.0888109643461462,0.2553174256678909,0.20273295530151472,11.945995385246421,1.2790289838013562,6.163194444444445,0,True,9.000000000000007,-0.148210838925937,0.09120167713901338,0.4000362123365341,0.10470912411733606,0.28497471065453955,0.2054819221926548,13.094891795183555,1.4210577505296695,7.595486111111111,0
left,0.0,0.4,True,9.000000000000007,-0.020721500205139617,0.05959325650657711,0.1803568502946927,0.1510403123837065,0.2834343757509633,0.08803723168409162,8.344078605843379,1.163602371760553,0.8680555555555556,0,True,9.000000000000007,-0.03483662651979724,0.06014456408236393,0.2053715672831193,0.19049785496895022,0.29104154455239944,0.09119148354769338,8.851902270610799,1.2839016586763459,0.9548611111111112,0
right,0.0,-0.4,True,9.000000000000007,-0.017326080654346643,0.04926793119499468,0.19489695734343876,-0.11098969926391693,0.30791224032092396,0.08645419136478141,8.379421583947039,1.1667429130491047,0.607638888888889,0,True,9.000000000000007,-0.027281952052279804,0.06261302763231395,0.19416186656284054,-0.07523841542613904,0.3670128607460516,0.09624502941704158,8.7654780396553,1.3811911286179717,0.7378472222222222,0
forward_left,0.15,0.4,True,9.000000000000007,0.05834299382843782,0.14020409257712285,0.5103861375102956,0.24358580776320501,0.29865605421634883,0.16294457627038444,12.391913385626182,1.6789950758823893,6.684027777777778,0,True,9.000000000000007,0.06419687159797617,0.11336141534455184,0.38157877951969243,0.25221143233207144,0.2771757353956467,0.1460682808225911,13.34429941528905,1.855675523448102,6.206597222222222,3
forward_right,0.15,-0.4,True,9.000000000000007,0.06205784089743097,0.12279011187155661,0.6620092383719078,-0.19151445890441562,0.27832339717386995,0.14727497250256538,14.025660649980269,1.481278160175925,6.770833333333333,0,True,9.000000000000007,0.0849702524215059,0.0840310472942242,0.40059730973954044,-0.20756245101663487,0.26282795191359626,0.15090922059335216,12.566095485303347,1.651115065632093,6.640625,0
backward_left,-0.15,0.4,False,7.791666666666687,-0.131105733675325,0.12353195622704377,0.396196841781554,0.16729265710564492,0.3611997608349326,0.2214570801060334,11.522183208807846,1.3289037408570512,6.5439672801636,0,False,7.541666666666686,-0.11530472649455395,0.14695168866537067,0.5467026972731326,0.20354034975102892,0.35332369147649323,0.22293651921156288,13.439801377922874,1.477657518929117,7.961783439490445,0
backward_right,-0.15,-0.4,True,9.000000000000007,-0.13862025537162245,0.12122425304099498,0.3995515979142258,-0.12172585590094893,0.3777608657663482,0.20660819577060519,12.453188729597247,1.3059721342875044,6.727430555555555,0,True,9.000000000000007,-0.14223759997248067,0.10731855653407209,0.4995976646978222,-0.045379063541942016,0.4307416358179383,0.19504727112085973,12.859472217227896,1.5377746986812721,6.987847222222222,0
