frame,qerr21_max,qerr21_mean,qerr_leg_mean,root_pos_err_m,root_ori_err_deg,root_z,tilt_deg,n_contacts,resid_max,max_torque
65,0.040339,0.005426,0.006061,0.429240,11.0692,0.187767,10.619,3,0.000000,1.1379
66,0.051026,0.006065,0.008016,0.431986,11.9268,0.187924,9.284,3,0.000000,1.4521
67,0.058086,0.006483,0.009108,0.434430,12.1341,0.188453,8.360,3,0.000000,1.3627
68,0.058010,0.006808,0.009825,0.436089,12.1127,0.188776,7.762,3,0.000000,1.1664
69,0.053229,0.008343,0.012607,0.436783,12.1528,0.188408,7.320,3,0.000000,1.0762
70,0.098393,0.014623,0.023739,0.436739,12.2025,0.186101,6.955,3,0.000000,0.9512
71,0.156855,0.026654,0.044929,0.436002,12.2739,0.181180,6.653,3,0.000000,1.0755
72,0.160557,0.030918,0.051864,0.435479,12.3154,0.174884,6.855,3,0.000000,1.0702
73,0.227507,0.031639,0.051038,0.433131,11.9540,0.169569,8.118,4,0.000000,1.6336
74,0.044459,0.010720,0.015164,0.428703,12.0450,0.168187,11.004,3,0.000000,3.0000
75,0.154368,0.022459,0.030323,0.421923,12.2723,0.167874,13.679,4,0.000000,3.0000
76,0.147407,0.027944,0.033934,0.419323,12.4163,0.166865,15.498,3,0.000000,3.0000
77,0.175851,0.033281,0.040956,0.426051,12.6637,0.163676,16.902,4,0.000000,3.0000
78,0.271972,0.035470,0.047964,0.440345,11.8680,0.160129,16.892,4,0.000000,3.0000
79,0.317364,0.030959,0.045482,0.460618,9.6019,0.159268,15.311,4,0.000000,3.0000
80,0.203593,0.021281,0.031773,0.485259,5.9339,0.161123,12.340,4,0.000000,3.0000
81,0.061822,0.014860,0.022086,0.510358,2.4582,0.160773,8.432,4,0.000000,3.0000
82,0.050334,0.012519,0.018313,0.523633,4.4735,0.166189,6.737,3,0.000000,2.5456
83,0.055843,0.016726,0.025857,0.531304,7.4694,0.171590,6.568,3,0.000000,1.0567
84,0.124148,0.030269,0.049730,0.536476,9.1724,0.174882,6.966,3,0.000000,1.0353
85,0.152348,0.026948,0.043667,0.536161,10.7579,0.179780,7.222,2,0.000000,1.4240
86,0.070839,0.016963,0.025575,0.537216,12.8964,0.182861,7.822,1,0.000000,1.3116
87,0.085809,0.022849,0.034577,0.536674,13.3745,0.182683,7.161,1,0.000000,0.9129
88,0.138814,0.028857,0.043382,0.531489,12.9355,0.179083,5.507,1,0.000000,0.9481
89,0.091972,0.024456,0.028638,0.522035,12.1217,0.170884,3.258,2,0.000000,2.4453
90,0.139451,0.023667,0.030054,0.515846,11.8702,0.164111,2.873,2,0.000000,3.0000
91,0.185785,0.034133,0.036626,0.514216,11.4325,0.156504,3.387,3,0.000000,3.0000
92,0.131318,0.032234,0.033415,0.513823,10.3786,0.153226,1.456,3,0.000000,3.0000
93,0.068492,0.023240,0.024122,0.512734,8.2611,0.153872,1.994,4,0.000000,1.4542
94,0.097215,0.028564,0.040721,0.509883,7.5640,0.153934,2.710,4,0.000000,2.2337
95,0.054145,0.018877,0.026047,0.513110,6.9788,0.153390,1.840,4,0.000000,3.0000
96,0.042820,0.014973,0.018769,0.521285,6.3297,0.153543,1.394,4,0.000000,1.1293
97,0.038463,0.012735,0.013736,0.525382,5.4314,0.153552,1.319,4,0.000000,1.0519
98,0.039690,0.010467,0.010207,0.526683,5.0290,0.153570,1.303,4,0.000000,1.1362
99,0.032150,0.008130,0.007855,0.527215,5.0826,0.153821,1.363,4,0.000000,1.0935
100,0.028114,0.007192,0.007000,0.528029,5.1420,0.154564,1.440,4,0.000000,1.0017
101,0.023613,0.005860,0.005339,0.529063,5.3768,0.155513,1.570,4,0.000000,0.8079
102,0.018521,0.004922,0.004382,0.529482,5.8741,0.156106,1.642,4,0.000000,1.0229
103,0.012035,0.004485,0.004464,0.529586,5.9617,0.156617,1.630,4,0.000000,1.0954
104,0.007849,0.003838,0.004303,0.529545,5.9815,0.157114,1.651,4,0.000000,1.0248
105,0.009050,0.003433,0.004241,0.529449,5.9926,0.157550,1.663,4,0.000000,1.0140
106,0.024119,0.005236,0.004016,0.529253,5.9896,0.157798,1.665,4,0.000000,1.8854
107,0.055509,0.013298,0.011990,0.528860,6.7049,0.156605,1.853,4,0.000000,3.3292
108,0.067005,0.017772,0.015595,0.528267,7.0728,0.155827,2.247,4,0.000000,2.2007
109,0.073350,0.014921,0.011999,0.528226,7.1366,0.155633,3.233,4,0.000000,2.2851
110,0.068700,0.017885,0.010575,0.527023,7.5826,0.155274,4.539,4,0.000000,1.9837
111,0.107314,0.016679,0.007327,0.526289,7.4752,0.155196,5.147,4,0.000000,1.9880
112,0.091412,0.017200,0.006131,0.525901,7.0730,0.154861,5.044,4,0.000000,1.1161
113,0.085039,0.015005,0.005218,0.525871,6.8639,0.154748,4.864,4,0.000000,1.0074
114,0.074020,0.011522,0.004654,0.525904,6.8351,0.154812,4.788,4,0.000000,0.8611
115,0.062778,0.009253,0.004033,0.525917,6.8486,0.154872,4.761,4,0.000000,0.8753
116,0.051922,0.007492,0.003601,0.525846,6.8634,0.154994,4.741,4,0.000000,0.9375
117,0.041639,0.006082,0.003247,0.525846,6.8762,0.155064,4.729,4,0.000000,0.9455
118,0.032451,0.005039,0.003103,0.525854,6.8725,0.155111,4.711,4,0.000000,0.9436
119,0.024646,0.004355,0.003177,0.525851,6.8703,0.155134,4.700,4,0.000000,0.9400
120,0.018214,0.003856,0.003256,0.525832,6.8703,0.155135,4.694,4,0.000000,0.9446
121,0.013406,0.003522,0.003364,0.525841,6.8709,0.155088,4.691,4,0.000000,0.9420
122,0.010387,0.003556,0.003870,0.525900,6.8723,0.154902,4.688,4,0.000000,0.9641
123,0.014533,0.005003,0.006686,0.525997,6.8766,0.154383,4.686,4,0.000000,1.0029
124,0.019248,0.006315,0.009142,0.525923,6.8563,0.153706,4.672,4,0.000000,1.0622
125,0.138264,0.021991,0.036707,0.528099,5.4513,0.154033,4.967,4,0.000000,1.0971
126,0.091919,0.028231,0.044167,0.531944,3.8333,0.151229,3.759,4,0.000000,1.8242
127,0.122978,0.027857,0.044127,0.538973,3.9426,0.148831,2.747,4,0.000000,1.2721
128,0.144130,0.032539,0.045372,0.549674,4.1220,0.145693,3.713,4,0.000000,0.7460
129,0.141856,0.032812,0.042582,0.562442,2.8158,0.142073,6.074,4,0.000000,1.5493
130,0.122154,0.028214,0.037633,0.574154,1.8109,0.138695,8.452,4,0.000000,0.6435
131,0.090878,0.023994,0.031899,0.584842,3.2347,0.135830,10.424,4,0.000000,1.0346
132,0.067467,0.019945,0.025107,0.594499,5.2791,0.132871,12.470,4,0.000000,0.7816
133,0.151185,0.029990,0.017004,0.602928,7.4166,0.130184,14.590,4,0.000000,0.9116
134,0.225450,0.043477,0.018780,0.609513,8.5441,0.128774,16.362,4,0.000000,0.8293
135,0.191675,0.045614,0.024252,0.613410,9.2326,0.127916,18.760,4,0.000000,0.6649
136,0.148409,0.039691,0.027371,0.616222,9.9185,0.126195,21.741,4,0.000000,1.5121
137,0.097758,0.024304,0.022633,0.618173,10.1438,0.127170,23.272,4,0.000000,1.4193
138,0.143587,0.036195,0.040279,0.613706,10.3492,0.128674,24.389,4,0.000000,2.7409
139,0.184436,0.028533,0.017814,0.609296,10.7250,0.130921,25.314,4,0.000000,1.7473
140,0.135667,0.026135,0.014300,0.607329,11.9374,0.132898,26.090,4,0.000000,1.6410
141,0.270638,0.048767,0.059138,0.602918,14.9155,0.132031,25.865,4,0.000000,3.0000
142,0.104098,0.020955,0.015867,0.599899,16.4899,0.129106,26.856,4,0.000000,3.0000
143,0.062309,0.013463,0.006356,0.603358,16.7448,0.130641,26.866,4,0.000000,3.0000
144,0.049010,0.008448,0.002017,0.607102,16.4016,0.130959,26.665,4,0.000000,0.6312
145,0.036416,0.006049,0.001425,0.606879,16.3816,0.130881,26.722,4,0.000000,0.5244
146,0.025587,0.004463,0.001324,0.606878,16.3916,0.130910,26.774,4,0.000000,0.4677
147,0.016591,0.003251,0.001409,0.606911,16.3999,0.130950,26.793,4,0.000000,0.4473
148,0.009960,0.002531,0.001678,0.606926,16.3971,0.130981,26.818,4,0.000000,0.4375
149,0.010231,0.002399,0.002266,0.606975,16.3632,0.131023,26.862,4,0.000000,0.5106
150,0.008521,0.002137,0.001978,0.606973,16.3553,0.131038,26.871,4,0.000000,0.4943
151,0.008288,0.002176,0.002092,0.606974,16.3473,0.131076,26.886,4,0.000000,0.4989
152,0.006434,0.002019,0.001848,0.606998,16.3108,0.131141,26.912,4,0.000000,0.5204
153,0.005822,0.001706,0.001346,0.606985,16.2949,0.131180,26.914,4,0.000000,0.5103
154,0.018646,0.002602,0.002991,0.606864,16.3341,0.131196,26.872,4,0.000000,0.5192
155,0.005960,0.001930,0.001773,0.606785,16.3822,0.131296,26.857,4,0.000000,0.4413
156,0.013292,0.003687,0.003275,0.606591,16.3853,0.131364,26.843,4,0.000000,0.5197
157,0.021304,0.005670,0.006280,0.605983,16.4394,0.130855,26.626,4,0.000000,1.0365
158,0.035327,0.011442,0.012424,0.605373,16.5156,0.129357,25.878,4,0.000000,0.5266
159,0.057989,0.017269,0.020280,0.605521,16.4953,0.127553,23.912,4,0.000000,1.0861
160,0.045721,0.013177,0.015240,0.605086,16.7184,0.125944,22.628,4,0.000000,0.6284
161,0.042032,0.010470,0.007715,0.605045,16.8138,0.124888,22.289,4,0.000000,1.2245
162,0.093924,0.013214,0.007051,0.605505,16.8878,0.124490,22.245,4,0.000000,2.1259
163,0.081278,0.014670,0.003965,0.605630,16.8428,0.124706,22.327,4,0.000000,3.3030
164,0.186668,0.023416,0.005699,0.605482,16.6417,0.125331,22.850,4,0.000000,1.4994
165,0.127474,0.018514,0.005852,0.604581,16.4252,0.126177,23.790,4,0.000000,2.0827
166,0.089514,0.015424,0.007668,0.603345,16.3372,0.127340,24.274,4,0.000000,1.5231
167,0.063456,0.014703,0.012986,0.602299,16.2122,0.128524,24.669,4,0.000000,0.8058
168,0.202142,0.039068,0.059887,0.604255,14.8485,0.132032,24.869,4,0.000000,3.0000
169,0.053791,0.014505,0.018760,0.609350,12.6242,0.133831,25.207,4,0.000000,3.0000
170,0.022393,0.007676,0.008072,0.609782,11.5762,0.133693,25.267,4,0.000000,0.7450
171,0.016058,0.004780,0.004533,0.610162,11.5980,0.133865,25.153,4,0.000000,0.4401
172,0.015104,0.004842,0.005686,0.609808,11.6592,0.133951,25.097,4,0.000000,0.7131
173,0.008999,0.003319,0.003537,0.609997,11.6291,0.133992,25.146,4,0.000000,0.5276
174,0.007377,0.002677,0.002635,0.610018,11.6057,0.134002,25.141,4,0.000000,0.6007
175,0.012979,0.004046,0.005009,0.609748,11.6680,0.133990,25.029,4,0.000000,0.8466
176,0.008246,0.003821,0.004615,0.609532,11.8029,0.133973,24.944,4,0.000000,0.6991
177,0.011675,0.004232,0.005370,0.609156,11.8581,0.134030,24.954,4,0.000000,0.4974
