loop,decision,survival_worst,yaw_left,yaw_right,vx_left,vx_right,vx_std_main_max,joint_accel_worst,max_joint_saturation_pct,bl_duty_worst,bl_clearance_p95_min_mm
loop_0001,REJECT,0.24583333333333332,0.06296238526063495,-0.00861717001690061,0.08724350482225418,0.11083123832941055,0.07791206240653992,8.850747108459473,10.555555555555555,0.9819444444444444,2.0428071721803844
loop_0002,KEEP,1.0,0.3269851644739735,-0.34998245760465524,0.10441001504659653,0.11050385236740112,0.0514819398522377,7.576091289520264,9.027777777777777,0.9944444444444445,1.624584215304868
loop_0003,KEEP,1.0,0.4281650325339774,-0.40955986870861044,0.15727080404758453,0.13570764660835266,0.053827542811632156,10.856243133544922,16.805555555555557,0.9826388888888888,2.226702454860049
loop_0004,KEEP,1.0,0.4246893481824805,-0.4215810634481052,0.15462201833724976,0.1347445547580719,0.05651262775063515,11.092151641845703,13.055555555555557,0.95,2.939040728007336
loop_0005,KEEP,1.0,0.4307371766314857,-0.42268454601779115,0.1580190807580948,0.1338251531124115,0.056244220584630966,10.821159362792969,14.86111111111111,0.9027777777777778,4.50266319742788
loop_0006,REJECT,1.0,0.4380197916905317,-0.4132467745735797,0.15372352302074432,0.13065756857395172,0.05205826088786125,10.570557594299316,12.5,0.8861111111111111,5.211945842257281
loop_0007,REJECT,1.0,0.4554220669077687,-0.4141398652291203,0.16012778878211975,0.13658198714256287,0.05601220577955246,10.938955307006836,17.22222222222222,0.875,6.309112741158652
loop_0008,REJECT,1.0,0.4502898864392292,-0.41848446520383387,0.16212564706802368,0.13294446468353271,0.050886280834674835,10.578103065490723,12.63888888888889,0.9083333333333333,4.37889019024399
