campaign,role,repository_path,bytes,sha256
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0006/evaluation/stand.mp4,2136771,781aa8b9bb4a6a8325b72500c4bfcc6b135dbd36820ae9fc421c0674764cbd7b
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0006/evaluation/transitions.mp4,6775604,41441c2f5c1f3127f4a1f9cf6d9071b8826380f3740e81056b4d5c368ad5c4ef
unified_command,curated milestone,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0006/teacher_comparison.mp4,2003644,fe3ab29c22c133b9b1ad91700eff01af4e917005d656b59f63924f5454796c23
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0007/commands.mp4,1600380,e7d4ca1e953b3c06312b258d62c0dbac50dcdae9f04a945a86d6f1129f8af238
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0007/comparison.mp4,2827610,be18a9d92b8802f28994928d83a57062e75a6625a89e38db05b67d0a5dca3172
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0007/evaluation/backward.mp4,2834888,0a46bca80e918cb305b15752c5c853c7d2a5502993ddd704d2ce1759870997e5
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0007/evaluation/backward_left.mp4,2582684,de2806d93d6fcf515753e99b85cae6c7f7a1a31b5ebe112f77670492045a4d76
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0007/evaluation/backward_right.mp4,2322182,84b648ad97978c3c8316ba1bdaf1ddee1e4ca8afd94a1c7c33e712b4ff6e9668
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0007/evaluation/forward.mp4,2348821,0f3f04728f8d8643e342a246207ae55849a23672ae06766e67a0ba03b70af9a4
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0007/evaluation/forward_left.mp4,2319708,0ae1fe53efa293186351700b0bd447933e4f1ab23390a55fbe8a31af9d1d875c
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0007/evaluation/forward_right.mp4,2339284,c697ffbc0c44e3ed03a6adae1450172388c8e0e8812568eb87561ef209366f59
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0007/evaluation/left.mp4,2159225,8d7ed62bd03f4d311fa19d9eeba9639fe7616fb5ba2e85bbdabf7207b54ba542
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0007/evaluation/right.mp4,2411043,18261f8a05be280a487cc1304c1161f27c9b8a4892e529c964dcbce74830e71a
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0007/evaluation/stand.mp4,2141924,ccc4072f986d82589f17d20a1763138e5c66b676dfde18690cfd26c1a98b6b37
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0007/evaluation/transitions.mp4,6783808,5c46cb90242d27c783fb757ee5237a760a71e1346567f9637bfa8a329ff61cdd
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0007/teacher_comparison.mp4,1998599,feda7240602fe95d1e9db1674c319f1337109293a8300fb07fd3075a4bcda410
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0008/commands.mp4,1608946,c3876d2c14af562656a15048a5448b850d5470bd356304ae2820dbcb06ca2d28
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0008/comparison.mp4,2835447,1943d9a91db7229b0ec03ef3c1405ced3e879f3df5cbfc9b55fb98b33b6fc008
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0008/evaluation/backward.mp4,2878515,df2038709e97134f144993763b25b999dc7480defd36e806a80a20ecb75bae13
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0008/evaluation/backward_left.mp4,2587358,dbaeab9535b6acbe19124d80f7a124d1af0bbadbffcc9e6bd5f8f46cbe773628
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0008/evaluation/backward_right.mp4,2303582,c72e274fa4d764d7ad9b64cbed21031f981e069a0b38b8243c61d86977b12b70
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0008/evaluation/forward.mp4,2371486,6b39b3cf2e2fec94627a5ff516d7459dcc43f66c896aae39950016df238c88d2
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0008/evaluation/forward_left.mp4,2320843,808b1895c03b9facaaad280999ab995db00826287a6e9a2a2dbc4a04da78dfbf
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0008/evaluation/forward_right.mp4,2333820,4a4bfd22c9de4ef1844b4d73eb2f0aa9d2d997b778852aef9990754839c17dbf
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0008/evaluation/left.mp4,2164429,bafb3e84feabbabff470c1b4a971511e1fcec6437633d1aa303cddd36d2448bb
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0008/evaluation/right.mp4,2418721,af7bce64a11b1dcdddbda8e1056338f89b03d9de5a25e2c1561162242163de1e
unified_command,curated milestone,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0008/evaluation/stand.mp4,2132993,16bab2bfe3f455d7b28571a9870df2f03646cb7a61bd54d101fe53075ce8a96c
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0008/evaluation/transitions.mp4,6857929,e85870a766f0671443096a46551ee2f5a670718daed1aa2da41928291b1339a0
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/loops/loop_0008/teacher_comparison.mp4,2006115,d5eb29d0308a36dbb4352a7cb9c332ec8942dc43f918407c77f9922b6c872ef0
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02/backward.mp4,890763,dc3614562371fd5afdcdd24c3bbde858ac675c1688788aa9a049a404fc2d60d4
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02/backward_left.mp4,811637,4e4afb66ef3d35c25839d422fb273e4857c559588a57999c40ca3e5da8a3b1d3
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02/backward_right.mp4,790282,aa70bbf3815a503d7826ae92917da1da1cc3df8290ec87a7e3d100561a99ee9f
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02/forward.mp4,785557,8e4b89be9c8e65e9d804acb640c73995d3c36078b3aea9f2b5eaa3ae543a73f8
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02/forward_left.mp4,767574,016a5457d85aec61ed2f156a545fc3d29dca53b883434199f7462cae3a164086
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02/forward_right.mp4,786247,5a1103f129cecaf8426e3cdedf145431036cb5360c3e66dd62bf7589f716b90d
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02/left.mp4,726172,0fc5d4c64f3e9aa068361bf124a64ed4789035d07affc35aafb236c7380af1ff
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02/right.mp4,810352,19d228f934b317b0c01ddcd0d81991c4374c8ab04c0428534886978d4794a906
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02/stand.mp4,721529,2894aa55b8b3fc6724d97f0d23c43e6baa3fefb85dcaf3adb646f2d11a7026ea
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02/transitions.mp4,823690,fa5e7dea0ace79cc3aa23c2cb638b552b2cb4c03db68cad769856f3d8f18c0cd
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02c/backward.mp4,890018,fb70ae28c7cc39b4aa51534bfbc84ceb6346bfc3c635f19a710c7c4554072d57
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02c/backward_left.mp4,817234,bd71297c0d547b05b73eacb249194a5d3cd3906cee8d37ac6bfe4ab2df90aeca
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02c/backward_right.mp4,789498,9938660d0336f16ce6d54c7bce382cbe9c9b9a5f52d917b9dc01d038cb8af488
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02c/forward.mp4,783680,b5f125e85519365147cee09e633a2698f298d00a9ac2ec00cd806b41277b3d88
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02c/forward_left.mp4,764364,ed4d114323ea44096d378c182d8f662d8f7d8d7039e8de26d93d65cfef5dd1b6
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02c/forward_right.mp4,785931,1199a9a54ae03be402c59f62e18cedf36b06beaec67d769b89c840dd55ebc221
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02c/left.mp4,726531,09aaf2aadb6d30b553ff98c847bcf390c9b03c695c12a0e921ab6e29fdff3d45
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02c/right.mp4,811198,b060a78f9ca99a619ae582bcd6539494577703106d912adcf452828a7840484e
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02c/stand.mp4,721948,bf81a930b46eba9a8ffc85307c47e3a3e8ffb27f5bb02e27b73bd03eaf34a39c
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_02c/transitions.mp4,816403,72a9a5b4a213592bcff49a019d557654fb88ea94d9b4a92ed1ab547db8397482
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_04/backward.mp4,889919,5a709320b4ad9d330a9f05a8b205682ad7aab88e9fa25dc64fa00325795cf879
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_04/backward_left.mp4,832273,98eb1f85b9b3f2ac0726b7798726a2b227aa0ea002cbbd03114e15334b4dc96c
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_04/backward_right.mp4,786204,eecf061d0cb21108c73c88257e818831ca805a4d78030b530c6b1ee958606880
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_04/forward.mp4,782935,e7db93f1a1c1c264ddb73def0ee4175913aa78469f4b5a94f4d5374960f28ec9
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_04/forward_left.mp4,764326,d6db75363160500aa28fe0c08eeb5eafcc80b201dfd23f4edccfe2affea6a3cb
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_04/forward_right.mp4,786319,c683fb3dfa5786ca796050a48e5fc585e627f62a74f43f8f53a2f97d23411589
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_04/left.mp4,725116,920a79e45563d98fe6901b138e0732e327cb45a287cf0b0d7eb7247642125500
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_04/right.mp4,805028,4a6a2728db9a4644bab0e41304e045d3746fcfe910adf460c763b27678b02feb
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_04/stand.mp4,719084,b5c3286d1bda2fc0fb18570969be857ac4c937a669d8b9d59cc7983f91aa1fac
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_04/transitions.mp4,822795,4cb493bf45bf803ed4e770c0b55f0d37bdd09766909e217ba794ed28f29f430e
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_07/backward.mp4,890256,0282367959d375fe0b8597dc687f44c8403d86c0ef0fa228e8da4192257f4d0b
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_07/backward_left.mp4,822466,f63f500c617c5936241285e944661dfa7dc86cb18593cae77617c70828cdf84b
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_07/backward_right.mp4,792914,3bce63b56cce71f6fc92701addd3b2888a7fe0d643053726aa6b12fbbb130866
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_07/forward.mp4,779210,e4a2cd35599f8db343f1617e52f1e64fe2706a01ab44c295d9eb78c8e33d48b1
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_07/forward_left.mp4,764991,8dbff6c6d09c37580acc1cc7e9096967457afa0770c4196c3ba93e284b79fa4e
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_07/forward_right.mp4,786659,43413e04e14b6845eedc3f9b85177a301445d854c1410df921c51a867d6d63ce
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_07/left.mp4,730372,fa4add8d5b66eafd11e7c90601d6bd288db00dbe3968d3f95ee3d8708cd3a492
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_07/right.mp4,818054,57b1c72f10d63495507108e7c4992558bfb5207876ecee99bc8c48ceedc4c11a
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_07/stand.mp4,717630,8861066c16347f8da2b0e264336e5ac5f966eba010219fd5316835c2ca2a4067
unified_command,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/preflight_07/transitions.mp4,816622,0890db77459ce36503ff38a1f543820d26eeac0b641f34d8350473b7c9922d48
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0001/commands.mp4,1716265,9a9f24aabccc7f8c7fd80ec2e4eda719cc448154039a1aab27f3c3b6b5f58e19
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0001/evaluation/backward.mp4,2854851,2bbc6330f10ab9953b8daf69a03fdbe06198520246115c421ef3447eff1f6bb7
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0001/evaluation/backward_left.mp4,2579085,b4dba238c6bc0111bcbc14ed130050c6cc23ba636658fb3cb6df240fdc37aff2
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0001/evaluation/backward_right.mp4,2315530,fbd78457613b4f724a8a0eb09bc0b102b65b8eee3cf71af6399fbbd510d5edf1
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0001/evaluation/forward.mp4,2369816,d9255b7ac723199c56325d171f8249dbcad0e215ea6ec1f9a1536436cbc8a582
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0001/evaluation/forward_left.mp4,2318568,16ffba7e65d230fbc4187c4ee0b036ab16075ef06909335a3eb592016ff53e7f
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0001/evaluation/forward_right.mp4,2335411,4d21632921f44978985a1d374e58b0503d656107ba967d3732acadf7c9167e61
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0001/evaluation/left.mp4,2168319,3e877c1c5ab703f7762937c9771af1b24ab1cbfab64dd1b5450af888c5e1004e
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0001/evaluation/right.mp4,2397066,0a53f42da453aca7e52450055d254a7b3dd2af6202ea6117bc5e740f061ff36e
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0001/evaluation/stand.mp4,2448094,8900114c8b1b2bfce4a062eabdbdcbe23a36889ee69b6dec28550f04952eb8d2
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0001/evaluation/transitions.mp4,7198262,ae988441522c41b5ac798be10f1e66ae60734d2784fe0f107c45c57ca3b239ab
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0002/commands.mp4,1605029,ac28668f5d166bb2b4507fe29d8cfb9b83619d41646af71ce7061e321e3ddff3
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0002/evaluation/backward.mp4,2855053,69ca63571743442e38dbc62855fde930b2b8fe11a1136a76732e336013e7806c
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0002/evaluation/backward_left.mp4,2572747,ef010d8e6feeaa5ee8ce3aa34f0b7b502af69d1985b33d94d57c14f889577701
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0002/evaluation/backward_right.mp4,2316329,5b9c6168c518fb467c6ccbdb660694bfde2b82046cb0d3d307bdac5f8b93e404
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0002/evaluation/forward.mp4,2351570,6e1bb199d6d414336778da7409e3b5fbf72b1a32838279ad430b05d483c99f91
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0002/evaluation/forward_left.mp4,2318632,81ae5f6d50be4f8b592da610d9460f8962893e1a0711d4de2eaa12c84c5434da
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0002/evaluation/forward_right.mp4,2336676,b6ea9878aeb65ae2e47fc5eba4fd58cc561bce178f4252c7c5c04f503438edb0
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0002/evaluation/left.mp4,2168971,9deee2b1cd0028dfe5b2dfabacc503bbc8456bad865c90f7694130b4f1aac7ed
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0002/evaluation/right.mp4,2397098,5a39522276f4d3551699235c81935fa16ac832dec2bc9b5c9759d1ec12270189
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0002/evaluation/stand.mp4,2114878,b276ea51e323cab2a4643d3a47760428b1bb17ef51b032add47b1727e9f18015
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0002/evaluation/transitions.mp4,6802243,29695d48afec130f65c95e2ecc1d18e2122986411e036fb11e9d06ae1f35b38c
stand_repair,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/command/stand_fix/loops/loop_0002/locomotion_to_stand.mp4,740641,a8f0c41e606481fa81ed461f201931165c226602935d1d730cb441cb1a127540
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0001/A/comparison.mp4,8621017,c759c02fa520e9e7c841ca13b79cbbbda2a3387029d44a502bcc4f957588d623
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0001/A/evaluation/eval.mp4,4857237,e0de05b06736962131fe52cb6e9367ebfdb685f151e29c28114bf1a07537458b
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0001/A/kinematic.mp4,660712,4b819e519b8c2360ee7c6f183a0cd70a6582aae8c6aad2d5ee1e8bb836ac3554
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0001/A/preflight/eval.mp4,1008740,37ef5ba77b2608ec8bf4c2ee964caea70b669a3f034ddef79c9c67657ae3ebe1
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0003/A/comparison.mp4,8454641,086844f21cdc3bb9da61b8d684517987e6528c1b94b850505fe780c38dd60c91
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0003/A/evaluation/eval.mp4,4992199,6fdee2501962d3f3e0eb57baafac6c4bb4c7cdb6bca3ce7ca451f88922f521a5
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0003/A/kinematic.mp4,659791,3d5936574adfe7eb4f54a9c43197a909c06fa1d24c04a79c6ff23b6b75d3c8c2
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0004/A/comparison.mp4,8595724,3be9617d714e2a30171587f82dbcc7a70b52923404ae698c16414d57432ecff8
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0004/A/evaluation/eval.mp4,4994946,208bd51893569410f89d6587195a3568860473e8d4138f5cd58e0c1216bff8e0
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0004/A/kinematic.mp4,659144,be50ff47a995cdbbfa79c1691a6ac0b93e62a04b58050ae77fe55758aa8871ec
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0005/A/comparison.mp4,8608352,c0f04c380b341e09d9df826c8c7961d440a4715b42471f7bd26beef353400f54
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0005/A/evaluation/eval.mp4,5008920,79d437a0d97bc913324c3197596b73275bb027536172d0534530bcfc128203e8
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0005/A/kinematic.mp4,661743,9ae1b619676dda9daf81b01cb5df0373de37113e266fcc93560dcc8e13916469
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0006/A/comparison.mp4,8639217,ab517c3027de4cd40236e3ef3b1dc2590ce04491c1f0873118978970c2a69541
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0006/A/evaluation/eval.mp4,5022922,c6c6ab7ceb4e96333da578bf70339d7b7253327c378bcdb74a0d3d912b3eca59
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0006/A/kinematic.mp4,662204,1665f70e09b8283d472adb6aed41cfc10ff39cb10cbf75d5e8ab306a4ed5a93b
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0007/A/comparison.mp4,8694645,b9b6648aa5b6116c6fe7fd4010f541799a19a65bd91ad6bdcc07e95d50ad35a9
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0007/A/evaluation/eval.mp4,5050741,c2e15d763b3033bc93ad8ab83d2298d081f8199e5cacada343e22f6dbf81ce70
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0007/A/kinematic.mp4,663412,3f2333b56471ba2234173e697ce7ea21faf35f5470a13d115da9b3fa3eca8098
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0008/A/comparison.mp4,8728993,27c79fa62a2f71c11e17c86954f028b8539cf7f9aebb90c1d12676fb2c527f9a
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0008/A/evaluation/eval.mp4,5083458,21056c98743de0ea2610b816663988ae315ed2e70390dc378d4450f0d011f7a9
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/loops/loop_0008/A/kinematic.mp4,662688,e55062334db93d23be5cbd1bfa3c4496390bac3a1e528969ab0a6751b2d7034e
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/smoke/20260918_021642/loops/loop_0001/A/comparison.mp4,307717,5019e75d4cd8f74a6a7c4bba8810865c6eb92ff6a8896950a9772cc9f79ce3cb
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/smoke/20260918_021642/loops/loop_0001/A/evaluation/eval.mp4,5260050,1d5dc093a14aaa2fc05456cd2fe87b53ddd1defdc568a6b6ca2180ca6e6f0910
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/smoke/20260918_021955/loops/loop_0001/A/comparison.mp4,307717,5019e75d4cd8f74a6a7c4bba8810865c6eb92ff6a8896950a9772cc9f79ce3cb
backward_and_loop_infrastructure,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/smoke/20260918_021955/loops/loop_0001/A/evaluation/eval.mp4,5260050,1d5dc093a14aaa2fc05456cd2fe87b53ddd1defdc568a6b6ca2180ca6e6f0910
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/final_comparison.mp4,12901929,19d871d0b35886957b2b58352b5327533a62cd66e9b4125abb29d9f7c17cb533
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0001/A/comparison.mp4,8598726,ed1541c418cffde99aeb73aeee67b31cc3005b7a862a5f01c8cfd0781b7dfbd1
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0001/A/evaluation/eval.mp4,4819944,8b86da12ef8affb775bb63de22c0e229bd18c899a28771e096e8ff36af771eb0
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0001/A/left/eval.mp4,4819944,8b86da12ef8affb775bb63de22c0e229bd18c899a28771e096e8ff36af771eb0
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0001/A/left_right.mp4,7886568,1771db54c1e687f1b44bb5d6a85bf096f4fb471397ff4747b0f3685e7ee1f872
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0001/A/preflight_left/eval.mp4,563673,cbfc5bf1fc435b6106a8bdd7364c9a0f8c259ca08082e573016221a6e5a29c15
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0001/A/preflight_right/eval.mp4,546034,1b86fad188daec67cb97d66d02ae162585a7d9b575b05f4163dc7e84db0563ff
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0001/A/right/eval.mp4,4680946,9e537c64d17d48b614fd79c5a6ff83f5ae7c8472967e955981fd3565fcc59a3c
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0002/A/comparison.mp4,8333329,a9996cdf496791978b531211dd6403b760cd0d88cc02b03c7faabbed9f7ff727
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0002/A/evaluation/eval.mp4,4713578,c28204844bd92cdf66c6f8e320f14237be4f49bfb8c5aeee5217d22bc80043a5
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0002/A/left/eval.mp4,4713578,c28204844bd92cdf66c6f8e320f14237be4f49bfb8c5aeee5217d22bc80043a5
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0002/A/left_right.mp4,7788297,ad1d592f60cf1ad6aabb768bb419b4a620c446b02bb78b7890c339edb7fb403b
