run,decision,parent,survival,vx_mean,vx_std,vx_max,velocity_rmse,joint_accel_rms,residual_action_rate_rms,torque_saturation_mean_pct,reference_rms,reason,original_decision,audited_against,accel_regression_pct
baseline,BASELINE,,1.0,0.10884246975183487,0.11074712127447128,0.5047705173492432,0.17941675846013969,12.236963272094727,0.02006191946566105,3.9467592592592595,0.07716020196676254,corrected fixed-baseline protocol passed,BASELINE,baseline,0.0
run_01,KEEP,baseline,1.0,0.1448759138584137,0.07408025115728378,0.3606160879135132,0.1286038766858523,13.451972961425781,0.019924484193325043,4.16087962962963,0.035066574811935425,corrected fixed-baseline protocol passed,KEEP,baseline,9.92901312453698
run_02,REJECT,run_01,1.0,0.18212126195430756,0.07005660235881805,0.37220972776412964,0.0975471712185304,16.63407325744629,0.021475642919540405,7.592592592592593,0.02930356003344059,acceleration exceeds 120% of original baseline,REJECT,run_01,35.93301612156316
run_03,REJECT,run_01,1.0,0.1822405904531479,0.07103914767503738,0.3868350088596344,0.09817279706993075,16.013582229614258,0.018296174705028534,7.1875,0.030878638848662376,acceleration exceeds 120% of original baseline,KEEP,run_01,30.862386962717814
run_04,REJECT,run_03,1.0,0.21330545842647552,0.06706327944993973,0.40889909863471985,0.07644588171950026,18.502534866333008,0.01746603660285473,10.208333333333334,0.02866910770535469,acceleration exceeds 120% of original baseline; peak-speed guard failed,REJECT,run_01,51.202013562681394
run_05,REJECT,run_03,1.0,0.20167528092861176,0.06955944746732712,0.39233288168907166,0.08469825975360082,16.85975456237793,0.016498303040862083,8.92361111111111,0.028893426060676575,acceleration exceeds 120% of original baseline,KEEP,run_01,37.777275190692585
run_06,KEEP,run_05,1.0,0.17664185166358948,0.06531059741973877,0.35438278317451477,0.09821859326354658,13.353130340576172,0.01464588101953268,6.40625,0.029107535257935524,corrected fixed-baseline protocol passed,REJECT,run_01,9.121274973724592
run_07,REJECT,run_05,1.0,0.21004095673561096,0.06537894159555435,0.41744309663772583,0.07662330678560031,19.80081558227539,0.017881881445646286,10.347222222222223,0.028712790459394455,acceleration exceeds 120% of original baseline; peak-speed guard failed,REJECT,run_06,61.81151436017902
run_08,REJECT,run_05,1.0,0.18728558719158173,0.06233518570661545,0.35227489471435547,0.08842382569750606,14.931683540344238,0.01651967316865921,7.575231481481481,0.029759947210550308,acceleration exceeds 120% of original baseline,REJECT,run_06,22.021151884917177
